descricao,interacoes,reviews,tamanho,tempo_de_analise
93,1,1,71,5
377,0,1,64,3
115,0,1,61,3
465,1,1,202,14
576,6,17,321,267
107,2,2,2025,19
19,0,1,30,1
93,1,7,289,18
167,0,10,1422,21
427,2,2,48,57
1644,0,11,24,56
1136,1,2,201,44
603,3,10,207,36
553,0,3,200,13
93,4,2,18,18
244,0,1,157,3
68,1,5,159,21
198,1,3,68,74
93,0,1,10,15
253,1,1,130,10
113,1,1,12,1
148,0,1,107,9
1145,3,1,280,29
221,1,1,16,2
1126,3,1,37391,64
103,1,1,155,4
2,1,1,597,1
70,0,1,6,1
763,3,1,507,2
45,4,4,51,16
730,4,2,217,87
956,9,21,540,130
1465,0,2,78,10
420,1,1,115,3
106,4,11,244,678
439,1,5,105,75
113,0,1,11,2
382,0,1,68,1
464,0,3,60,405
115,3,2,109,68
958,0,16,962,52
178,1,1,165,62
144,4,3,394,89
536,10,1,201,260
496,0,1,67,40
93,0,9,185,21
9,1,7,54,7
17,12,2,65,55
755,5,2,507,24
93,0,4,167,2
114,0,1,1,1
75,0,1,25,9
93,1,1,8,2
463,2,1,153,126
247,0,1,22,1
56,0,1,24,1
1529,1,8,405,25
11,0,1,31,1
132,0,2,188,4
143,0,3,82,32
93,0,1,69,1
133,3,4,1106,2345
13,0,3,24,16
139,0,1,7,8
220,4,1,120,27
1054,0,1,46,1
12,1,1,21,12
106,2,14,98,240
179,0,1,70,8
129,1,14,615,252
107,9,3,47,1142
122,0,1,462,11
93,0,1,96,7
2,0,1,8,2
2,2,3,3,45
150,0,1,47,5
498,0,1,20,7
1018,1,2,565,163
1262,0,1,66,25
0,0,1,8,2
156,7,1,14,2229
87,3,1,15,6
14,0,3,1190,70
242,0,1,111,4
780,0,1,31,3
54,0,1,46,2
93,0,3,80,7
154,1,2,55,2
130,0,1,34,3
1121,1,2,5211,36
643,4,19,3237,32
143,2,2,86,1074
93,0,3,11,14
458,5,1,49,28
97,1,1,10,4
339,1,1,19,1105
911,15,9,1120,1557
372,0,1,45,3
32,0,1,2,1
316,0,1,253,1
15,1,1,7,42
208,1,5,249,27
70,1,5,99,11
223,1,3,154,27
416,5,2,266,4
432,0,1,125,8
228,3,5,50,1004
0,0,2,1,4
105,1,2,33,14
180,1,2,8,3
107,1,1,6,5
702,0,1,39,1199
151,0,1,14,1
652,0,1,384,5
117,0,1,64,9
2,3,17,1255,62
173,8,11,94,11
93,2,1,10,4
48,0,1,40,7
13,3,1,70,16
93,0,1,54,2
142,7,2,10,2
27,4,1,42,24
76,2,1,66,1189
93,3,2,614,15
84,0,1,288,9
237,6,3,53,41
93,0,3,6,11
389,1,1,42,95
772,0,5,162,5
2862,2,3,452,1365
150,0,2,140,28
40,0,1,4,21
9,3,4,8324,20
289,5,2,37,12
1022,0,5,200,16
129,0,3,220,7
359,0,2,16,8
51,0,1,6,6
0,0,1,2,1
368,0,1,28,1
184,0,1,9,1
208,12,3,11,1990
258,2,2,354,2250
50,0,1,63,87
273,1,1,50,138
192,0,1,6,78
93,0,6,617,74
25,0,1,15,1
221,0,2,35,13
363,7,3,108,93
974,0,4,9,23
0,1,1,48,21
532,2,4,176,857
1359,2,1,19,11
11,2,1,2,29
111,5,1,141,37
143,0,1,292,5
218,0,2,1,7
12,0,2,68,17
476,1,2,25,3
162,0,4,37,6
12,0,2,94,17
119,0,5,106,35
212,2,1,12,190
25,2,2,101,2
0,0,1,36,1
0,1,2,809,2
184,0,3,30,10
430,1,9,517,23
93,0,1,243,2
347,2,1,17,782
19,0,1,522,8
25,0,9,472,9
93,0,1,14,22
225,0,1,877,17
114,2,2,305,16
194,2,1,265,180
435,1,1,120,313
93,0,1,382,2
0,1,3,640,696
275,2,7,196,956
314,0,1,132,4
263,1,3,3,4
599,3,2,651,6
993,0,4,2259,9
93,0,9,654,119
237,0,1,193,17
231,3,2,33159,52
134,0,1,461,46
378,0,3,97,1
0,0,3,91,54
102,0,1,68,2
400,0,2,34,10
0,1,1,14,8
93,1,1,16,5
75,0,1,18,3
93,0,5,68,9
51,0,1,120,2
0,0,1,74,1
105,4,1,62,51
13,0,1,189,10
93,0,1,46,5
309,0,1,4,3
253,0,1,44,1
15,2,1,1398,19
133,0,1,91,4
405,0,2,158,6
140,0,1,206,5
218,0,1,134,10
41,0,10,550,6
465,0,4,662,10
1192,1,1,2,9
287,3,2,99,3
19,0,1,19,7
152,0,1,4378,1
12,0,8,234,54
118,1,2,67,293
145,0,4,122,2
23,0,1,55,1
166,1,3,211,2
675,1,1,29,15
158,0,1,181,1
785,19,8,537,1100
173,0,2,19,24
93,7,1,185,41
93,0,1,2,2
307,0,8,115,771
93,0,1,2,3
12,0,2,10,8
12,0,2,284,24
13,0,16,179,43
0,1,2,4,78
114,2,2,138,96
93,0,3,200,1
204,1,4,47,12
195,1,1,40280,765
93,2,3,2,531
149,0,1,479,9
750,1,13,161,99
145,0,3,243,18
15,12,1,59,1597
134,6,2,38,6
270,5,7,47,32
1075,0,1,491,1
178,0,1,561,14
13,5,2,327,28
277,9,6,115,1173
1282,9,12,152,427
585,0,1,6960,10
93,0,1,11,1
86,0,11,199,1
53,1,1,480,14
351,1,1,6,2
173,0,3,23,16
17,0,1,4,1
93,0,1,247,1
107,3,13,316,1566
855,2,4,185,49
93,2,2,14,893
257,6,6,55,152
355,0,1,163,168
279,1,1,81,31
93,0,1,3,1
353,0,1,337,307
1547,17,12,169,2808
21,0,1,6,4
93,0,1,79,8
66,0,1,6,27
2,1,22,309,73
135,0,1,311,2
9,0,1,37,1
9,0,1,38,1
93,0,1,10,1
93,1,1,11,2
9,0,3,94,1
311,0,4,49,15
9,0,5,17,20
190,3,4,19,51
17,0,1,38,41
10,0,1,14,21
163,2,3,217,49
217,0,1,35,798
0,1,1,12,22
217,0,1,6,7
22,0,1,54,3
59,0,2,15,298
345,0,3,78,6
0,0,1,48,5
24,0,2,33,19
93,0,1,8,17
150,0,1,50,90
93,0,1,191,9
171,0,1,34,6
970,8,2,233,45
21,0,1,1,1
93,0,1,9,3
93,0,1,281,1
226,0,2,65,4
223,0,3,89,3
91,1,2,5,39
93,0,1,8,1
0,1,3,9,9
120,1,3,395,47
17,10,4,111,44
163,0,1,49,12
125,0,1,92,12
0,0,1,67,12
93,0,6,353,18
109,0,1,3,11
0,0,1,8,4
76,0,1,937,11
638,2,8,654,17
964,0,1,143,5
9,0,1,2,1
117,8,3,3007,62
13,0,1,76,10
100,9,2,280,38
0,0,1,2,3
228,0,1,28,2
93,0,1,8,1
93,1,1,6,2
93,2,1,12,3
93,0,1,105,4
93,0,1,85,3
12,0,2,41,1
834,4,9,165,1388
523,0,2,76,1
93,0,1,67,2
459,0,5,22,3
285,0,1,20,10
239,0,1,2306,34
135,3,1,127,1
0,4,1,20,2
93,3,2,9,24
93,0,2,125,7
35,0,3,17,15
409,1,6,16,715
229,0,1,56,3
607,7,1,85,2
93,0,1,158,16
32,0,1,2,12
135,0,1,23,2
15,4,3,144,7
133,2,3,23,2
290,2,8,470,260
59,0,1,14,2
12,0,3,194,1
175,0,1,34,1
93,1,1,2,12
105,0,1,48,5
366,2,1,243,72
1424,9,16,2197,404
93,0,1,56,29
105,2,1,159,1
196,0,3,327,2
142,4,3,152,5
219,4,1,159,79
93,0,1,2,25
75,0,1,1165,45
359,2,1,413,65
13,0,4,73,60
248,6,4,65,2
89,0,1,16,13
1194,0,3,573,1295
95,0,1,141,15
285,2,1,643,46
228,0,1,116,13
11,1,2,14,21
378,0,1,62,13
223,0,1,871,4
93,5,1,14,5
93,0,1,82,7
127,0,1,79,1
369,1,18,851,26
0,0,1,31,2
229,0,8,252,3
816,4,5,162,2
93,0,1,71,1
93,0,2,44,1
118,0,7,38,44
32,0,2,26,13
316,0,3,275,13
14,20,2,269,299
422,6,2,665,95
147,0,4,225,21
0,1,2,2716,3
93,0,1,82,1
93,0,1,29,1
833,2,1,235,77
93,1,2,21,70
11,0,1,51,1
99,2,2,3689,3
93,0,1,74,1
93,0,2,18,1
51,0,1,30,1
149,1,1,2,62
720,0,1,60,11
53,4,3,67,35
435,1,4,81,7
183,1,2,34,1
214,1,4,141,7
27,0,1,26,2
422,5,2,393,3
129,0,1,199,21
74,0,1,28,1
111,0,1,147,19
12,1,3,94,28
93,1,2,2,6
141,0,2,2,5
364,2,2,137,18
233,14,5,180,3027
93,0,1,43,2
12,3,1,0,17
93,6,2,34,21
488,0,1,151,10
654,1,1,171,2
442,2,3,106,735
14,0,1,8,2
115,0,1,50,2
1304,1,1,48,1
0,0,2,195,4
182,2,1,16,4
417,6,1,105,2421
0,0,3,5,18
371,0,1,12,23
849,15,2,413,806
398,4,2,50,46
1622,0,1,10,11
77,1,2,44,252
115,2,1,6,45
186,7,1,2,79
103,0,1,4,8
27,0,7,299,28
57,3,1,3,30
121,0,1,104,3
395,5,1,78,10
395,0,2,1497,8
115,0,1,6,4
26,0,1,132,3
16,1,3,39,30
19,0,1,2,10
115,1,1,43,13
0,0,2,34,1
0,3,5,39,697
126,0,1,43,1
160,3,1,5,1
29,6,11,95,2354
115,4,11,180,3
129,4,1,97,397
115,1,1,2,8
163,8,17,80,1132
16,3,2,138,4
28,4,3,135,648
13,0,4,31,6
115,0,4,61,1
843,10,1,250,2753
0,2,2,2,76
1804,0,1,46,2
216,1,1,10,1
131,4,2,19,7
153,0,1,2,1
115,1,1,28,1
44,1,4,18,42
115,0,3,26,37
201,0,1,24,3
90,0,1,12,2
340,2,4,6,34
178,1,1,4,1
199,3,1,2,28
159,2,2,2,27
1007,1,3,18,145
127,2,8,171,75
115,6,6,76,54
57,0,1,8,3
115,0,1,2,22
359,2,2,25,22
45,1,1,6,1
586,5,8,57,2307
62,1,1,408,19
1350,1,20,989,120
92,1,2,87,19
655,0,2,17,18
269,0,1,127,18
1359,1,2,491,138
17564,1,1,118,16
58,0,1,8,16
857,8,7,74,594
288,1,5,53,156
0,3,9,60,1594
229,5,6,14,153
2934,2,2,44,113
170,2,1,13,5
155,1,2,5,2
1002,0,4,19,102
304,1,1,15,6
24,2,2,95,37
115,0,1,14,4
141,1,2,2,3
396,1,2,4,1
15,1,3,1221,23
31,1,4,4,12
115,1,1,38,20
345,0,2,125,11
29,1,2,18,11
324,0,9,63,52
115,3,1,6,8
115,2,1,16,1
115,0,1,60,2
0,2,2,12,28
21,0,1,70,5
99,8,2,82,308
129,13,4,169,23
181,3,12,192,925
1676,1,1,6,15
77,0,1,81,12
45,1,1,2,4
198,1,1,14,3
716,2,1,399,38
174,0,1,2,1
321,0,5,321,535
78,3,4,5,6
222,0,1,2,3
325,0,1,157,1
518,8,1,63,978
94,0,6,149,21
364,18,1,1639,434
284,2,1,6,16
367,1,2,35,277
204,0,1,7,517
1046,0,1,43,8
259,0,2,11,7
115,1,1,2,7
279,1,1,4,1
284,3,2,35,531
115,1,2,4,10
51,0,1,5,10
319,0,1,84,2
69,0,1,42,2
328,4,6,220,114
579,2,9,89,2348
237,6,4,386,41
70,4,1,7,52
11,1,6,175,386
115,1,1,2,2
115,5,3,53,21
1020,2,3,323,236
368,2,1,30,926
73,0,1,57,1
232,0,4,32,380
166,1,1,51,75
185,1,1,2,74
26,0,1,57,7
232,4,1,18,173
258,3,2,6,19
158,0,1,2,1
259,3,1,34,4
530,1,1,2,3
52,0,1,28,2
11,0,1,61,14
116,0,1,88,2
101,0,1,70,15
63,0,2,21,49
127,2,2,131,394
12,1,1,36,9
51,0,2,34,9
115,0,1,74,4
379,1,1,4,2
0,5,9,61,506
32,4,26,165,2140
601,2,1,76,2139
193,0,3,103,16
28,1,2,7,28
184,0,1,39,18
70,0,1,6,2
152,0,1,24,10
106,0,6,13,10
623,4,1,76,164
24,0,1,14,27
467,0,1,112,6
506,9,14,1257,2120
15,2,1,20,151
122,1,4,32,2
115,5,3,35,453
1545,1,3,470,17
49,0,1,13,139
142,1,1,8,8
70,0,1,100,3
178,3,1,73,146
332,0,1,21,7
808,2,3,608,53
387,10,33,168,848
121,4,10,90,479
476,2,5,46,133
113,0,1,51,21
2173,4,2,128,167
209,2,1,19,17
128,1,1,2,6
153,0,1,88,5
669,3,19,1004,122
524,2,4,46,111
146,0,1,250,6
39,0,2,55,14
106,0,1,49,13
11,0,1,15,6
46,0,1,12,5
234,1,4,94,27
112,1,1,2,4
691,10,5,103,314
14,1,8,250,88
76,0,1,35,1
39,2,5,95,2041
209,2,9,15,1738
442,3,2,39,350
250,2,1,2,3
249,0,1,175,1
51,1,1,103,1
240,1,3,29,1
194,0,1,12,1
315,1,1,15,60
13,0,2,54,45
72,0,1,2,6
87,0,1,67,3
428,1,3,210,304
244,0,1,11,14
185,1,1,1,1
127,0,1,6,4
0,1,1,5,17
28,0,2,16,1
351,0,1,33,14
104,2,2,20,18
2181,2,1,14,14
2541,0,1,69,6
1021,2,1,447,218
70,0,1,142,4
57,1,3,1213,25
52,0,1,104,2
738,6,3,15,4
570,4,2,10,81
376,0,1,377,106
115,1,1,2,15
115,1,2,66,1
73,1,2,3,78
2087,15,4,326,2470
69,1,1,12,5
547,0,1,41,58
19,0,1,587,4
130,0,1,84,6
178,0,1,27,5
21,2,4,30,7
140,2,1,87,90
683,2,3,100,27
174,1,1,20,21
213,7,5,80,85
295,9,23,807,274
16,1,1,9,28
99,0,1,16,9
115,0,4,37,35
72,1,1,3,5
50,0,13,96,29
101,0,1,65,3
834,0,1,574,2
50,0,1,24,3
38,0,1,2,4
230,1,1,71,3
197,0,1,1199,2
1207,1,2,201,24
362,0,1,250,13
274,0,1,4,1
6,1,6,60,7
215,4,1,52,6
599,0,3,102,4
150,0,1,18,3
115,0,1,84,4
115,1,1,34,19
674,0,2,297,1
115,0,1,55,2
996,11,13,264,862
328,7,5,23,44
768,0,1,29,13
12,1,1,32,1
115,2,2,10,94
52,0,3,126,3
14,0,1,31,2
115,0,1,62,1
818,2,4,24,3019
409,1,1,125,6
138,4,3,27,15
115,3,1,8,86
216,0,2,109,2
2273,8,4,826,71
155,2,1,3,97
198,0,1,125,33
4367,3,1,56,24
629,0,1,2,44
115,0,1,12,2
193,1,1,112,8
237,2,1,271,15
280,0,1,112,2
156,2,2,11,7
2605,12,7,1146,3043
65,2,9,140,68
320,1,8,52,96
815,0,1,21,11
453,2,3,13,16
324,3,14,76,139
66,1,1,15,6
60,4,2,4,116
409,10,7,62,131
223,0,8,66,10
6,8,10,34,4
86,0,1,294,1
103,0,2,10,1
223,3,1,6,14
860,2,2,78,40
315,0,12,113,81
505,0,1,684,5
616,0,2,45,74
186,7,1,19,4128
126,0,1,130,20
842,8,4,1612,2769
206,1,1,4,10
29,2,8,51,28
206,1,16,238,49
687,21,5,1880,2237
802,6,24,39,61
294,1,1,4,7
249,0,1,10,4
2568,0,1,150,17
376,0,1,52,1
192,3,1,1,23
248,1,1,18,13
248,0,3,9,32
243,1,2,17,7
50,0,2,46,24
12,3,4,89,792
74,1,1,8,2
159,1,1,2,23
232,0,1,49,2
102,0,1,9,2
1290,0,4,644,22
183,1,1,75,7
266,0,1,35,1
189,0,9,266,5
144,0,1,18,1
133,4,1,100,20
274,4,9,139,208
343,17,5,646,659
535,4,4,51,20
306,0,1,4,11
115,1,1,2,11
385,1,1,40,12
635,10,1,377,1817
168,0,1,4,5
36,0,1,21,6
51,0,3,132,1
0,1,1,6,1
362,0,3,35,24
122,0,7,85,1
519,0,1,3381,1
177,0,2,106,304
21,0,1,2,68
31,1,1,2,15
12,4,1,24,348
243,1,3,144,14
86,1,1,12,7
99,0,2,141,602
89,0,3,269,1
793,1,4,6,325
222,1,1,7,23
97,12,12,1340,51
13,0,1,52,11
129,3,1,11,6
131,1,1,2,4
93,0,4,81,3
816,4,22,2064,90
51,0,1,27,1
124,0,1,10,5
254,2,10,88,17
500,0,3,278,41
36,0,1,8,4
120,1,1,13,3
402,7,2,146,36
263,1,8,61,54
874,1,2,579,10
441,0,7,97,150
284,0,1,199,22
12,0,1,16,2
709,3,3,85,475
9,2,1,555,15
222,0,1,38,1
11,0,1,15,5
278,2,6,89,449
53,0,1,95,1
115,2,5,955,384
157,11,6,28,578
15,0,2,49,12
1677,3,10,304,473
125,27,3,30,334
115,0,8,319,6
53,0,1,46,7
103,4,2,19,260
96,1,1,14,1
115,1,1,562,36
531,3,1,2,1583
4754,12,2,113,88
115,3,2,68,25
51,1,1,455,1268
225,0,1,8,92
288,2,2,113,140
100,0,2,41,1
11,0,6,78,115
218,0,1,18,3
174,0,1,119,12
76,5,6,30,131
284,23,11,97,278
89,0,1,208,1
221,1,1,14,54
285,10,15,70,1907
143,0,3,86,110
736,2,7,560,451
287,0,1,107,1
98,0,1,4,1
2018,7,6,433,45
838,3,3,215,31
521,1,9,1561,23
728,3,7,32,49
2,0,1,56,21
5032,0,2,207,2
227,0,1,2,13
503,2,1,270,13
795,2,1,63,30
2701,7,9,767,340
674,0,1,27,3
214,7,1,270,7
846,0,1,1317,6
98,0,1,48,2
96,0,1,1,12
352,0,1,32,12
69,0,2,2,3
0,1,1,4,6
3216,0,1,148,2
17,2,2,9,1
168,2,5,286,24
87,0,1,16,1
115,0,1,5,3
115,0,1,3,5
12,0,2,140,8
174,2,1,3,439
115,1,4,59,8
457,0,2,163,5
80,1,1,25,2
115,0,1,1,1
1156,0,1,4,1
219,1,1,40,4
115,0,1,24,2
82,0,1,20,14
130,0,1,15,13
246,0,1,203,21
103,3,1,134104,1412
242,3,1,6,7
211,0,1,9,26
805,10,16,118,311
211,0,2,137,25
72,2,1,25,45
692,1,3,20,22
29,0,1,38,3
222,0,1,184,2
121,0,1,10,2
495,10,2,322,289
208,0,1,28,1
346,0,1,25,17
163,0,1,27,13
129,1,1,4,8
456,18,14,93,245
242,1,1,270,16
129,3,1,12,24
44,3,7,46,138
84,0,1,32,2
63,0,1,30,3
427,1,1,10,15
13,3,4,129,240
323,2,1,173,66
63,4,1,148,257
125,0,1,11,2
67,0,1,11,2
102,0,1,312,7
12,0,3,22,8
0,0,1,220,27
244,7,1,475,14
445,4,1,95,2248
1173,1,1,27,59
68,2,2,15,118
206,0,1,6,37
652,4,35,648,241
819,2,9,4461,263
0,0,1,2,19
0,0,2,8,18
84,0,1,12,6
194,4,2,14,5
387,0,7,44,87
0,0,21,749,104
94,0,3,64,22
50,0,1,79,16
360,1,3,179,75
271,8,2,852,1038
117,0,1,5,61
427,0,1,28,272
288,1,4,63,92
201,2,1,13,49
67,0,1,14,14
23,0,1,14,2
1135,3,2,21,46
64,0,1,116,21
522,0,1,26,21
81,0,1,5,20
11,0,4,21,100
137,1,2,2,21
445,3,5,448,225
203,0,1,94,10
125,0,1,50,9
51,0,1,64,13
254,0,1,52,8
21,0,1,7,1
199,0,1,6,1
62,0,1,33,2
95,0,1,80,1
338,0,1,82,15
23,0,1,110,14
150,16,3,6,17
47,0,1,6,9
347,2,2,51,79
11,0,1,2,1
89,0,1,1,1
115,1,1,38,28
101,0,1,71,28
61,0,1,25,5
527,12,4,564,849
9,0,1,8,1
0,2,9,819,3
332,1,4,100,94
1459,5,23,6237,168
19,0,1,994,5
411,0,9,209,52
652,0,1,174,20
294,18,8,51,137
566,2,4,55,57
94,1,1,3,5
50,0,1,97,6
51,0,1,34,3
17,9,2,194,1961
373,0,1,166,32
0,1,1,2,64
1333,0,1,363,67
13,2,2,25,14
13,0,6,48,13
922,2,2,58,16
13,0,1,9,3
200,0,4,38,9
241,0,3,95,5
416,0,1,632,5
84,0,1,79,5
112,1,1,7,1
145,1,1,146,2
342,4,4,104,7
148,0,1,78,5
399,1,1,2,2
349,5,1,35,998
249,0,1,39,2
50,1,1,40,51
50,4,4,78,217
50,2,1,80,21
115,0,2,40,17
206,4,2,4,717
261,1,1,33,18
170,1,1,5,2
63,3,1,39,1002
1864,0,1,3,3
685,0,1,42,3
172,0,1,36,154
7952,24,11,1122,1240
115,1,1,2,15
1899,8,10,521,394
115,0,1,2,1
18,2,1,13,5
1161,10,8,35995,25
115,2,1,339,222
115,1,3,2,17
115,0,2,334,3
115,0,1,72,9
167,2,1,27,54
446,0,1,518,108
126,1,5,58,575
571,0,1,188618,69
115,0,1,31,69
115,0,2,171,27
54,0,1,6,7
515,0,1,3,66
179,0,1,62,4
71,6,1,253,522
267,9,10,61,143
670,22,1,2,856
159,0,1,1,12
102,9,5,20,520
115,0,1,10,13
141,3,9,4545,20
143,0,1,79,2
139,2,1,71,3
299,1,1,20,9
102,1,2,5,627
38,0,2,82,2
115,1,2,45,9
247,0,3,5,6
97,4,1,116,466
82,6,7,298,2352
115,4,1,131,23
115,1,1,4,31
412,0,1,42,10
132,0,1,3,7
945,0,1,2,1
3587,0,1,11,4
518,0,1,2,4
205,1,1,83,3
611,3,9,328,361
134,6,9,68,79
693,4,5,1672,601
1190,6,21,8055,754
861,5,8,278,31
150,1,11,66,31
120,23,26,465,1141
105,0,1,32,9
301,1,5,60,53
115,3,1,1503,243
462,0,1,6,1
50,0,3,55,1
24,0,2,39,120
90,1,1,44,20
14,0,1,14,4
52,8,12,182,315
124,0,18,301,149
282,0,1,102,4
211,0,6,117,12
1064,0,1,632,2
115,0,1,33,3
167,2,4,64,264
155,1,2,2,39
136,1,1,4,19
721,8,29,270,258
167,1,2,10,20
1291,2,1,7,14
11,1,1,138,2
419,2,3,9,208
2,1,1,2,3
115,1,1,2,5
115,0,1,75,3
366,2,4,244,31
63,3,3,9,3
12,0,1,6,1
234,3,7,200,159
854,0,1,2025,16
154,0,1,490,11
13,0,1,74,3
115,1,3,59,24
59,0,1,8,2
17,1,6,133,49
12,1,1,108,53
115,0,2,44,2
13,0,2,22,44
83,0,4,30,88
504,2,3,19,84
31,0,2,9,6
83,1,1,25,20
940,1,1,102,1
115,2,1,2,348
115,0,1,181,2
101,2,2,10,12
0,0,1,16,37
115,0,1,1,2
115,0,1,2,1
13,0,2,15,28
255,4,5,50,27
115,3,2,185,175
167,2,1,217,15
503,0,7,22,20
97,0,1,58,2
425,0,1,2,56
128,3,7,128,2545
13,10,2,78,1654
196,0,4,171,190
448,0,1,232,1
199,1,1,133,117
246,0,3,21,40
20,0,1,153,3
122,0,5,52,1
613,3,1,469,283
180,1,1,36,23
67,0,1,4,6
125,0,1,24,6
118,2,1,1,6
123,1,3,47,25
316,4,26,1073,520
191,0,1,2,5
874,0,1,8,1
222,5,1,97,1563
483,0,1,178,53
169,0,1,26,76
146,1,8,29,59
339,1,1,5,48
146,2,3,2,47
176,1,1,8,35
1077,2,6,1763,45
55,0,1,30,4
115,0,1,468,10
166,3,2,8,5
226,1,1,15,17
115,0,1,22,14
203,1,3,283,7
146,1,1,8,1
62,0,1,5776,19
83,0,1,798,3
186,0,1,77,203
115,0,1,37,137
12,0,1,18,59
226,0,1,3,132
173,0,1,22,132
94,4,1,10,154
124,1,2,744,133
77,0,1,203,1
115,2,3,3119,219
1003,0,1,16,24
986,2,2,196,1543
995,2,1,151,22
211,0,1,2,16
344,0,5,15,108
95,1,1,79,11
115,2,24,2627,125
4370,3,3,12,35
6162,10,2,8,160
334,2,2,1899,187
425,2,5,129,445
37,9,3,110,327
115,2,2,306,1
115,0,1,12,1
115,0,3,44,1
115,0,5,475,3
1139,2,2,5,9
154,0,1,33,5
0,7,1,8,114
462,2,1,22,213
11,1,1,104,15
4305,11,2,83,52
382,0,1,9,1
50,1,2,35,1
337,1,3,73,88
266,2,3,49,20
35,1,1,2,2
24,2,2,49,1
134,19,5,96,578
438,3,2,190,32
115,0,6,2003,8
400,3,8,59,155
115,6,21,50,2013
155,0,3,194,29
115,0,1,99,5
115,0,8,124,3
951,6,10,2,19
392,4,2,80,3
114,0,1,10,3
115,0,1,7,3
933,0,1,4,2
393,1,5,567,851
279,6,20,841,448
212,3,1,4,1
267,5,1,297,96
528,0,1,1,1
780,2,3,79,41
12,2,3,31,2
249,1,1,160,26
51,1,12,1158,79
118,1,2,30,10
115,3,1,1,1
199,0,1,87,5
14,0,1,3,10
95,0,4,128,2
178,1,7,164,80
53,0,1,14,2
60,2,1,53,5
234,0,3,84,143
19,0,1,2,2
125,0,1,31,6
458,4,1,151,215
400,5,1,283,216
842,2,4,92,32
235,4,1,7,40
181,2,5,181,29
197,0,1,26,35
164,0,4,19,17
113,0,1,147,1
125,0,2,11,3
1752,7,7,391,26
207,0,1,30,13
134,0,3,106,12
259,0,1,36,1
50,3,3,332,37
13,0,1,6,1
41,1,1,6,5
707,9,6,0,1972
0,1,1,7,734
135,3,4,130,5
147,0,1,180,21
115,0,1,27,2
1816,11,10,98,191
55,1,1,131,4
360,0,2,13,1
291,2,2,8,2
197,0,1,4,42
220,5,2,15,273
230,9,8,20,139
262,5,1,11,176
154,1,1,2,5
144,0,4,47,20
132,0,1,166,1
115,0,3,3680,56
50,0,1,122,15
328,0,4,27,12
115,0,1,2,4
16,0,3,45,3
31,0,4,555,2
15,3,9,76,137
289,18,1,28,1078
13,1,5,703,130
192,8,1,1236,575
0,1,2,7,2
130,3,1,31,5
158,0,1,16,9
150,0,2,17,49
157,2,1,29,8
93,15,19,930,2958
635,1,1,1997,1
421,0,2,552,1
326,0,5,255,191
69,0,1,30,17
391,6,2,281,95
635,9,7,102,43
482,4,12,2918,65
312,0,1,12,10
151,0,1,27,8
50,3,1,29,24
50,2,2,30,29
163,1,1,32,1
163,1,1,12,18
202,0,1,49,26
187,1,5,95,147
107,0,2,59,2
56,0,1,212,7
50,0,2,32,5
134,0,1,27,2
177,0,1,8,8
288,14,1,5,25
554,1,1,382,192
411,0,1,431,20
25,13,14,118,136
486,4,2,1325,25
89,0,1,8,2
12,1,2,34,238
304,0,1,585,14
115,5,1,10,37
31,0,1,12,8
148,0,1,9,54
231,0,1,73,25
10,0,1,3,2
183,0,1,50,20
116,5,9,9,62
0,0,1,20,2
158,0,1,60,18
197,0,3,85,35
98,8,7,169,515
369,0,1,62,26
115,0,2,57,1
253,6,1,47,1374
259,3,8,1232,12
304,2,1,5,7
115,0,2,23,27
667,1,5,121,130
417,3,1,14,14
72,1,2,13,13
115,2,1,6,1
187,0,8,102,7
115,0,1,1749,4
51,3,1,33,400
164,0,1,35,4
115,0,1,86,2
115,0,1,7,1
52,0,1,35,3
19,0,1,10,3
66,2,2,243,985
22,3,1,23,6
115,0,1,315,1
237,2,4,12,19
1003,7,8,22,827
1108,4,7,120,92
115,1,4,60,24
33,1,1,6,10
594,7,17,135,659
230,2,2,39,62
11,3,1,2,440
115,0,1,3,15
89,0,1,6,4
115,4,12,25,121
290,6,3,554,219
115,1,3,33,14
177,0,4,550,4
384,1,1,230,1
53,0,10,4778,44
101,0,1,63,1
115,0,2,96,13
494,13,6,92,302
12,3,6,27,12
575,0,1,20,18
50,2,1,3,8
12,0,1,34,5
283,0,1,182,2
0,0,1,84,1
108,0,1,158,1
12,1,12,59,11
12,0,2,13,9
24,1,4,33,101
115,1,1,145,2
115,2,2,55,2
89,0,2,72,3
12,0,1,4,1
115,0,1,59,1
293,48,25,4260,1534
279,3,2,21925,1577
115,0,1,3,54
0,2,4,4,292
114,3,1,75,1
255,0,1,67,23
59,1,2,10,95
565,1,1,32,74
129,1,1,25,47
13,0,1,148,22
639,0,1,1070,4
162,3,1,12,5
182,7,2,41,38
119,3,1,6,274
51,2,1,143,29
28,0,1,10,2
109,4,4,61,255
16,0,2,17,21
306,1,6,277,696
107,11,1,5,29
126,3,2,36,200
205,0,1,24,2
369,0,1,2,1
144,0,4,125,51
229,10,13,132,823
412,4,1,115,1180
115,0,1,253,1
267,1,2,132,11
94,1,9,94,23
8,0,1,2,2
1305,5,6,1981,65
93,0,12,354,9
115,1,11,476,2
0,0,2,168,1
13,0,1,30,1
244,2,4,134,11
162,0,1,30,10
136,0,1,29,4
154,0,1,20,10
45,1,1,4,2
12,0,1,86,16
222,0,1,12,30
21,0,1,10,1
314,3,2,98,18
280,1,1,2,3
